latitude,longitude,layer_num,prev_layer_size,num_nodes,activation,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
0,0,0,12,10,relu,0.385854035615921,-0.07842609286308289,0.7326628565788269,0.3210078179836273,0.6879141330718994,-0.15025503933429718,0.4852181673049927,-0.15579648315906525,-0.6413362622261047,-0.596333384513855,-0.06542430818080902,-0.0015587685629725456,-0.0811808854341507,0.39774858951568604,-0.6763060092926025,0.1877843141555786,-0.4945531189441681,0.2967217266559601,-0.2825084328651428,0.07864861190319061,-0.3506084978580475,-0.0727318674325943,-0.437804639339447,-1.465448021888733,-0.280795693397522,0.06190046668052673,-0.13507193326950073,-0.6875579357147217,0.6559019088745117,0.2408982515335083,-0.25927847623825073,1.0342612266540527,-1.085201621055603,0.5413500666618347,-0.10061155259609222,-0.14293129742145538,-0.5707810521125793,0.5417794585227966,0.669512927532196,-0.08079231530427933,0.25878891348838806,-1.4525649547576904,0.6407795548439026,-0.6750286221504211,0.30682289600372314,-0.8640334606170654,0.24351318180561066,-0.8276295065879822,-0.4399668872356415,0.24944175779819489,0.03508098050951958,0.46076005697250366,0.2684306502342224,0.39969316124916077,0.10474691540002823,0.5594513416290283,0.09212649613618851,0.9456632733345032,0.2909177243709564,-0.16179649531841278,0.5499340891838074,0.08330313861370087,0.3043985068798065,0.2266780436038971,-0.17613323032855988,0.009297331795096397,1.2296605110168457,0.06402892619371414,-0.6212918162345886,0.6955417394638062,-1.3979774713516235,-0.017852619290351868,-0.4856182634830475,-0.07436595857143402,0.41194039583206177,0.04461618885397911,-1.4737004041671753,0.06770523637533188,0.37617793679237366,-0.09700115770101547,0.0018852083012461662,-0.003991701174527407,-0.0038509273435920477,-0.00800729263573885,0.004523097537457943,0.00922385323792696,-0.004206913057714701,0.011990909464657307,0.005064075347036123,-0.025352738797664642,-0.002389290137216449,-0.00012065093324054033,-0.003509580623358488,-0.007441537920385599,0.025921354070305824,-8.481000259052962e-05,0.004868306219577789,-0.002112190704792738,0.008847919292747974,-0.003732621204108,-0.001159116392955184,-0.007003885228186846,0.0003721564426086843,-0.010773351415991783,-0.022090647369623184,0.007541847415268421,0.005638349801301956,0.0059130312874913216,0.004646497778594494,0.01230214536190033,-0.0014680793974548578,-0.026199139654636383,0.19286054372787476,0.029941527172923088,0.6097911596298218,-0.3225345015525818,0.08472568541765213,-0.19694341719150543,0.06453442573547363,-0.42538899183273315,-0.73561692237854,0.10049274563789368,0.06737390905618668,0.18687446415424347,-0.025684108957648277,0.07811510562896729,-0.598578929901123,0.6447412371635437,-0.09938295185565948,0.19417789578437805
0,0,1,10,10,relu,-0.7648645639419556,0.4285142123699188,0.04655070602893829,0.34280452132225037,1.3599295616149902,1.5483425855636597,-0.7591539025306702,0.4361303448677063,0.6714184284210205,-0.3238258957862854,1.3357385396957397,1.4822278022766113,1.1979854106903076,-0.27240321040153503,-0.8379179835319519,-0.05646469444036484,-0.7515959143638611,-1.0363370180130005,-0.1695057451725006,0.319622665643692,-0.5114400386810303,-0.9192289113998413,-0.0664970874786377,1.0022046566009521,0.1916048377752304,0.5457305312156677,0.2939260005950928,-0.01471511647105217,0.33278584480285645,-0.18128323554992676,0.6510965824127197,-0.17301194369792938,-0.5600394010543823,-0.38445666432380676,-0.4262729287147522,-0.05151059851050377,-0.1767091304063797,-0.2866339087486267,0.3860418498516083,0.09009464085102081,-0.027967700734734535,0.028551286086440086,-0.24115198850631714,-0.3978792428970337,0.05857840180397034,-0.5161903500556946,0.13117605447769165,-0.13605213165283203,0.3209660053253174,0.6902977824211121,0.36064600944519043,0.3435489535331726,0.32982999086380005,0.5948202013969421,0.10443418473005295,-0.016627000644803047,-0.07963727414608002,0.36620548367500305,-0.05817533656954765,-0.4178805351257324,-0.7230808138847351,0.7815378904342651,0.13290931284427643,-0.12907055020332336,0.7603055834770203,0.46284276247024536,0.4215978682041168,1.7725824117660522,0.21412336826324463,0.8547630906105042,0.5603237748146057,-0.7474535703659058,0.223751962184906,-1.2346736192703247,-0.6598403453826904,-0.12918730080127716,-0.7016104459762573,-0.2827657163143158,-0.1858929991722107,-0.062217921018600464,0.2827744483947754,0.06692690402269363,-0.5470397472381592,-0.3441396653652191,-0.5785547494888306,0.6263091564178467,-0.2365144044160843,-0.28282517194747925,-0.6003044247627258,-0.6644461750984192,-0.34007519483566284,-0.1737719625234604,0.032723840326070786,-0.060904134064912796,0.13356426358222961,0.1409512162208557,-0.12862816452980042,-0.11769763380289078,-0.38531622290611267,0.07688435912132263,-0.20272034406661987,-0.3808913826942444,-0.23880675435066223,-0.34587332606315613,0.478555828332901,-0.7799045443534851,0.7400195598602295,0.004784028045833111,-0.6546993851661682,-0.6714590191841125
0,0,2,10,1,linear,-1.3618714809417725,-1.818622350692749,-0.9493460655212402,-1.5486348867416382,1.526492953300476,2.0157077312469482,0.98713219165802,1.8630746603012085,-0.961702287197113,1.3447264432907104,0.26653382182121277
